N,V,T,P,DirectRad,ScatterRad,SumRad
21503,1,14.1,710.8,0,0,0
21504,1,14.1,710.8,0,0,0
21505,1,11.2,711.4,0,0,0
21506,1,11.2,711.4,0,0,0
21507,0,11.2,711.4,0,0,0
21508,0,11.2,711.4,0,0,0
21509,0,11.2,711.4,0,0,0
21510,0,9.7,713.7,0,0,0
21511,0,9.7,713.7,1.53,101.98,104.51
21512,0,9.7,713.7,7.55,134.47,143.02
21513,0,9.7,713.7,17.69,156.67,175.36
21514,0,9.7,713.7,49.87,181.56,232.43
21515,0,9.7,713.7,71.31,192.88,265.19
21516,0,9.7,713.7,95.64,202.85,299.49
21517,0,9.7,713.7,150.45,219.93,371.38
21518,0,8.9,714.4,179.5,227.33,407.83
21519,2,8.9,714.4,179.51,227.32,407.83
21520,2,8.9,714.4,122.2,211.9,335.1
21521,2,8.9,714.4,95.6,202.93,299.53
21522,2,8.9,714.4,71.28,192.94,265.22
21523,2,8.9,714.4,31.83,168.3,201.13
21524,2,8.9,714.4,17.63,151.9,170.53
21525,2,8.9,714.4,7.52,130.17,138.68
21526,2,10.8,715.4,1.52,102.04,104.55
21527,2,10.8,715.4,0,0,0
21528,2,10.8,715.4,0,0,0
21529,2,11,716,0,0,0
21530,2,11,716,0,0,0
21531,1,11,716,0,0,0
21532,1,11,716,0,0,0
21533,1,11,716,0,0,0
21534,1,7.7,715.6,0,0,0
21535,1,7.7,715.6,1.52,98.24,100.76
21536,1,7.7,715.6,7.51,130.29,138.8
21537,1,7.7,715.6,17.62,152.05,170.68
21538,1,7.7,715.6,200.99,198.06,400.05
21539,1,7.7,715.6,286.13,211.38,498.51
21540,1,7.7,715.6,382.75,223.47,607.23
21541,1,7.7,715.6,600.38,245.06,846.44
21542,1,13.8,716.6,715.73,254.77,971.5
21543,2,13.8,716.6,715.74,254.76,971.5
21544,2,13.8,716.6,491.25,227.91,720.16
21545,2,13.8,716.6,384.98,217.38,603.36
21546,2,13.8,716.6,287.79,205.89,494.69
21547,2,13.8,716.6,130.15,178.56,309.71
21548,2,13.8,716.6,73.42,161.02,235.44
21549,2,13.8,716.6,33.02,138.26,172.28
21550,2,12.9,717.3,6.22,88.17,95.39
21551,2,12.9,717.3,0,0,0
21552,2,12.9,717.3,0,0,0
21553,2,8.9,716.7,0,0,0
21554,2,8.9,716.7,0,0,0
21555,2,8.9,716.7,0,0,0
21556,2,8.9,716.7,0,0,0
21557,2,8.9,716.7,0,0,0
21558,2,6.6,716.4,0,0,0
21559,2,6.6,716.4,8.36,92.94,102.3
21560,2,6.6,716.4,30.64,124,155.64
21561,1,6.6,716.4,68.22,144.89,214.11
21562,1,6.6,716.4,171.53,167.21,339.74
21563,1,6.6,716.4,244.25,176.66,421.9
21564,1,6.6,716.4,326.76,184.62,512.38
21565,1,6.6,716.4,512.59,197.46,711.05
21566,1,11.3,718.1,611.07,202.67,814.75
21567,2,11.3,718.1,611.08,202.67,814.75
21568,2,11.3,718.1,488.04,227.96,717
21569,2,11.3,718.1,382.46,217.44,600.9
21570,2,11.3,718.1,285.91,205.95,492.86
21571,2,11.3,718.1,129.29,178.61,308.9
21572,2,11.3,718.1,72.93,161.05,234.98
21573,2,11.3,718.1,32.79,138.27,172.06
21574,2,13.6,717.4,09.07,105.06,115.13
21575,2,13.6,717.4,0,0,0
21576,2,13.6,717.4,0,0,0
21577,2,6.5,718.1,0,0,0
21578,2,6.5,718.1,0,0,0
21579,1,6.5,718.1,0,0,0
21580,1,6.5,718.1,0,0,0
21581,1,6.5,718.1,0,0,0
21582,1,5.3,717.8,0,0,0
21583,1,5.3,717.8,09.06,108.24,118.3
21584,1,5.3,717.8,33.02,141.85,175.86
21585,0,5.3,717.8,73.42,165,239.41
21586,0,5.3,717.8,202.16,198.04,401.2
21587,0,5.3,717.8,287.8,211.34,500.14
21588,0,5.3,717.8,384.96,223.43,609.39
21589,0,5.3,717.8,603.79,244.97,849.76
21590,0,12.1,718,719.75,254.65,975.4
21591,2,12.1,718,719.76,254.65,975.41
21592,2,12.1,718,491.3,234.65,726.94
21593,2,12.1,718,385.04,223.47,609.51
21594,2,12.1,718,287.86,211.37,500.23
21595,2,12.1,718,202.22,198.05,401.27
21596,2,12.1,718,73.46,164.95,239.41
21597,1,12.1,718,33.04,141.8,175.84
21598,1,13.8,716.6,8.38,101.36,110.75
21599,1,13.8,716.6,0,0,0
21600,1,13.8,716.6,0,0,0
21601,1,10.1,717.1,0,0,0
21602,1,10.1,717.1,0,0,0
21603,0,10.1,717.1,0,0,0
21604,0,10.1,717.1,0,0,0
21605,0,10.1,717.1,0,0,0
21606,0,9.6,716.9,0,0,0
21607,0,9.6,716.9,8.38,98.69,108.07
21608,0,9.6,716.9,30.69,130.79,162.48
21609,1,9.6,716.9,68.3,152.6,221.9
21610,1,9.6,716.9,49.89,172.37,223.26
21611,1,9.6,716.9,71.33,182.5,254.83
21612,1,9.6,716.9,95.66,191.19,287.85
21613,1,9.6,716.9,150.44,205.57,357.01
21614,1,17.7,717.7,179.46,211.57,392.04
21615,1,17.7,717.7,179.46,211.57,392.03
21616,1,17.7,717.7,122.24,220.69,343.93
21617,1,17.7,717.7,95.65,210.87,307.52
21618,1,17.7,717.7,71.32,200.07,272.39
21619,1,17.7,717.7,49.88,187.95,238.84
21620,1,17.7,717.7,17.65,156.91,175.56
21621,1,17.7,717.7,7.53,134.6,143.13
21622,1,20.1,715.4,1.53,92.87,95.41
21623,1,20.1,715.4,0,0,0
21624,1,20.1,715.4,0,0,0
21625,1,10.1,715.8,0,0,0
21626,1,10.1,715.8,0,0,0
21627,1,10.1,715.8,0,0,0
21628,1,10.1,715.8,0,0,0
21629,1,10.1,715.8,0,0,0
21630,1,8.8,714.8,0,0,0
21631,1,8.8,714.8,9.13,104.84,114.96
21632,1,8.8,714.8,33.17,137.83,172
21633,0,8.8,714.8,73.69,160.45,235.14
21634,0,8.8,714.8,202.82,197.17,401
21635,0,8.8,714.8,288.64,210.39,500.03
21636,0,8.8,714.8,385.98,222.39,609.38
21637,0,8.8,714.8,605.16,243.8,849.96
21638,0,13,713.6,721.29,253.42,975.71
21639,3,13,713.6,721.29,253.41,975.71
21640,3,13,713.6,492.85,226.37,720.22
21641,3,13,713.6,386.36,215.95,603.31
21642,3,13,713.6,288.95,204.58,494.53
21643,3,13,713.6,203.07,191.96,396.03
21644,3,13,713.6,73.89,160.15,235.03
21645,1,13,713.6,33.29,137.6,171.89
21646,1,19.3,716.2,1.53,92.84,95.38
21647,1,19.3,716.2,0,0,0
21648,1,19.3,716.2,0,0,0
21649,1,14.9,717.2,0,0,0
21650,1,14.9,717.2,0,0,0
21651,1,14.9,717.2,0,0,0
21652,1,14.9,717.2,0,0,0
21653,1,14.9,717.2,0,0,0
21654,1,9,717.5,0,0,0
21655,1,9,717.5,09.05,92.82,102.87
21656,1,9,717.5,32.93,123.8,157.73
21657,0,9,717.5,73.17,144.63,218.8
21658,0,9,717.5,202.45,197.44,400.88
21659,0,9,717.5,288.15,210.68,499.83
21660,0,9,717.5,385.38,222.7,609.08
21661,0,9,717.5,604.31,244.13,849.44
21662,0,16.2,716.7,720.31,253.76,975.07
21663,1,16.2,716.7,720.32,253.75,975.07
21664,1,16.2,716.7,492.06,233.66,726.72
21665,1,16.2,716.7,385.7,222.56,609.26
21666,1,16.2,716.7,288.41,210.53,499.95
21667,1,16.2,716.7,202.66,197.29,400.95
21668,1,16.2,716.7,73.69,164.38,239.06
21669,2,16.2,716.7,33.17,141.35,175.53
21670,2,15.7,714.6,9.16,104.69,114.86
21671,2,15.7,714.6,0,0,0
21672,2,15.7,714.6,0,0,0
21673,2,12.1,714.1,0,0,0
21674,2,12.1,714.1,0,0,0
21675,0,12.1,714.1,0,0,0
21676,0,12.1,714.1,0,0,0
21677,0,12.1,714.1,0,0,0
21678,0,10.7,713,0,0,0
21679,0,10.7,713,6.31,92.69,99.99
21680,0,10.7,713,23.63,123.49,148.12
21681,0,10.7,713,52.79,144.2,197.98
21682,0,10.7,713,203.17,191.3,395.47
21683,0,10.7,713,289.06,203.84,493.9
21684,0,10.7,713,386.5,215.12,602.62
21685,0,10.7,713,605.86,235.02,841.88
21686,0,20.7,713.5,722.08,243.88,966.95
21687,1,20.7,713.5,722.09,243.87,966.95
21688,1,20.7,713.5,493.07,232.78,726.84
21689,1,20.7,713.5,386.54,221.73,609.27
21690,1,20.7,713.5,289.1,209.76,499.86
21691,1,20.7,713.5,203.2,196.59,400.78
21692,1,20.7,713.5,73.96,163.86,238.82
21693,3,20.7,713.5,33.33,140.98,175.3
21694,3,13.1,715.6,1.54,92.69,95.23
21695,3,13.1,715.6,0,0,0
21696,3,13.1,715.6,0,0,0
21697,3,14.9,715.9,0,0,0
21698,3,14.9,715.9,0,0,0
21699,3,14.9,715.9,0,0,0
21700,3,14.9,715.9,0,0,0
21701,3,14.9,715.9,0,0,0
21702,3,11.2,715.1,0,0,0
21703,3,11.2,715.1,1.54,92.67,95.2
21704,3,11.2,715.1,7.56,123.53,132.09
21705,2,11.2,715.1,17.7,144.28,162.97
21706,2,11.2,715.1,145.44,173.08,319.51
21707,2,11.2,715.1,207.07,183.33,391.41
21708,2,11.2,715.1,277,192.17,470.17
21709,2,11.2,715.1,434.45,206.89,642.33
21710,2,18.1,714.7,517.88,213.07,731.95
21711,2,18.1,714.7,517.88,213.07,731.95
21712,2,18.1,714.7,457.84,197.83,656.66
21713,2,18.1,714.7,358.89,190.25,550.14
21714,2,18.1,714.7,268.38,181.61,451
21715,2,18.1,714.7,188.6,171.55,361.15
21716,2,18.1,714.7,68.58,144.14,213.72
21717,1,18.1,714.7,30.86,123.43,155.29
21718,1,21.7,712.6,9.15,104.47,114.62
21719,1,21.7,712.6,0,0,0
21720,1,21.7,712.6,0,0,0
21721,1,12.2,713.9,0,0,0
21722,1,12.2,713.9,0,0,0
21723,0,12.2,713.9,0,0,0
21724,0,12.2,713.9,0,0,0
21725,0,12.2,713.9,0,0,0
21726,0,7.9,711.2,0,0,0
21727,0,7.9,711.2,9.18,104.41,114.58
21728,0,7.9,711.2,33.28,137.18,171.46
21729,1,7.9,711.2,73.86,159.65,234.51
21730,1,7.9,711.2,203.35,190.86,395.2
21731,1,7.9,711.2,289.28,203.37,493.64
21732,1,7.9,711.2,386.75,214.63,602.38
21733,1,7.9,711.2,606.21,234.5,841.72
21734,1,17.5,708.8,722.5,243.36,966.86
21735,1,17.5,708.8,722.51,243.35,966.86
21736,1,17.5,708.8,494.2,224.52,719.72
21737,1,17.5,708.8,387.5,214.2,602.7
21738,1,17.5,708.8,289.89,202.96,493.85
21739,1,17.5,708.8,203.83,190.48,395.3
21740,1,17.5,708.8,74.29,159.02,234.31
21741,2,17.5,708.8,33.53,136.74,171.26
21742,2,17.6,708.1,9.29,104.21,114.5
21743,2,17.6,708.1,0,0,0
21744,2,17.6,708.1,0,0,0
21745,2,16,709.7,0,0,0
21746,2,16,709.7,0,0,0
21747,2,16,709.7,0,0,0
21748,2,16,709.7,0,0,0
21749,2,16,709.7,0,0,0
21750,2,15.2,710,0,0,0
21751,2,15.2,710,1.56,101.23,103.79
21752,2,15.2,710,7.62,133.33,141.95
21753,1,15.2,710,17.8,155.23,174.03
21754,1,15.2,710,145.93,172.08,319.01
21755,1,15.2,710,207.7,182.24,390.94
21756,1,15.2,710,277.76,191.01,469.77
21757,1,15.2,710,435.52,205.62,642.14
21758,1,21.5,710.6,519.13,211.77,731.9
21759,2,21.5,710.6,519.14,211.76,731.9
21760,2,21.5,710.6,418.81,211.54,631.35
21761,2,21.5,710.6,328.32,202.52,531.84
21762,2,21.5,710.6,245.55,192.5,439.05
21763,2,21.5,710.6,172.58,181.17,354.75
21764,2,21.5,710.6,62.77,151.64,215.41
21765,2,21.5,710.6,28.23,130.11,159.35
21766,2,20.3,708.6,9.28,104.13,114.4
21767,2,20.3,708.6,0,0,0
21768,2,20.3,708.6,0,0,0
21769,2,15.4,710.5,0,0,0
21770,2,15.4,710.5,0,0,0
21771,0,15.4,710.5,0,0,0
21772,0,15.4,710.5,0,0,0
21773,0,15.4,710.5,0,0,0
21774,0,13.1,711.2,0,0,0
21775,0,13.1,711.2,1.56,101.14,103.69
21776,0,13.1,711.2,7.61,133.25,141.85
21777,1,13.1,711.2,17.78,155.16,173.93
21778,1,13.1,711.2,50.08,179.55,230.63
21779,1,13.1,711.2,71.56,190.68,263.24
21780,1,13.1,711.2,95.93,200.48,297.41
21781,1,13.1,711.2,150.82,217.25,369.08
21782,1,13.5,712.1,179.92,224.52,405.43
21783,2,13.5,712.1,179.92,224.51,405.43
21784,2,13.5,712.1,150.75,217.41,369.17
21785,2,13.5,712.1,95.89,200.61,297.5
21786,2,13.5,712.1,71.53,190.79,263.32
21787,2,13.5,712.1,50.05,179.64,230.69
21788,2,13.5,712.1,17.75,150.4,169.15
21789,1,13.5,712.1,7.59,128.99,137.58
21790,1,13.6,712.4,1.55,97.43,99.98
21791,1,13.6,712.4,0,0,0
21792,1,13.6,712.4,0,0,0
21793,1,13,712.1,0,0,0
21794,1,13,712.1,0,0,0
21795,2,13,712.1,0,0,0
21796,2,13,712.1,0,0,0
21797,2,13,712.1,0,0,0
21798,2,12.3,711.8,0,0,0
21799,2,12.3,711.8,1.55,97.34,99.89
21800,2,12.3,711.8,7.58,128.89,137.48
21801,0,12.3,711.8,17.73,150.3,169.03
21802,0,12.3,711.8,50.02,179.46,230.48
21803,0,12.3,711.8,71.48,190.59,263.07
21804,0,12.3,711.8,95.84,200.39,297.22
21805,0,12.3,711.8,150.69,217.16,368.85
21806,0,15.8,712.4,179.78,224.42,405.2
21807,1,15.8,712.4,179.78,224.42,405.2
21808,1,15.8,712.4,150.67,203.4,355.07
21809,1,15.8,712.4,95.82,189.19,286.01
21810,1,15.8,712.4,71.47,180.61,253.08
21811,1,15.8,712.4,50.01,170.61,221.62
21812,1,15.8,712.4,17.73,143.38,162.11
21813,1,15.8,712.4,7.58,122.82,131.4
21814,1,18.7,712,7.66,92.22,100.88
21815,1,18.7,712,0,0,0
21816,1,18.7,712,0,0,0
21817,1,12.9,712.6,0,0,0
21818,1,12.9,712.6,0,0,0
21819,1,12.9,712.6,0,0,0
21820,1,12.9,712.6,0,0,0
21821,1,12.9,712.6,0,0,0
21822,1,8,713.2,0,0,0
21823,1,8,713.2,9.17,103.88,114.05
21824,1,8,713.2,33.25,136.48,170.73
21825,1,8,713.2,73.77,158.83,233.59
21826,1,8,713.2,202.53,195.29,398.82
21827,1,8,713.2,288.19,208.37,497.56
21828,1,8,713.2,385.4,220.23,606.64
21829,1,8,713.2,604.45,241.4,846.86
21830,1,17.7,712.6,720.64,250.93,972.56
21831,0,17.7,712.6,720.64,250.92,972.56
21832,0,17.7,712.6,604.89,233.93,839.82
21833,0,17.7,712.6,385.72,214.08,600.79
21834,0,17.7,712.6,288.45,202.83,492.27
21835,0,17.7,712.6,202.72,190.33,394.05
21836,0,17.7,712.6,73.8,158.81,233.61
21837,2,17.7,712.6,33.27,136.46,170.73
21838,2,18.8,712.6,9.12,103.87,113.99
21839,2,18.8,712.6,0,0,0
21840,2,18.8,712.6,0,0,0
21841,2,13.4,713.5,0,0,0
21842,2,13.4,713.5,0,0,0
21843,1,13.4,713.5,0,0,0
21844,1,13.4,713.5,0,0,0
21845,1,13.4,713.5,0,0,0
21846,1,9.9,713.4,0,0,0
21847,1,9.9,713.4,9.15,103.77,113.91
21848,1,9.9,713.4,33.17,136.39,170.57
21849,1,9.9,713.4,73.62,158.76,233.37
21850,1,9.9,713.4,202.31,190.25,393.56
21851,1,9.9,713.4,287.9,202.74,491.64
21852,1,9.9,713.4,385.05,213.98,600.03
21853,1,9.9,713.4,604.01,233.82,838.83
21854,1,15.3,712.7,720.18,242.66,963.84
21855,2,15.3,712.7,720.19,242.65,963.84
21856,2,15.3,712.7,600.69,228.24,829.93
21857,2,15.3,712.7,382.97,209.38,593.35
21858,2,15.3,712.7,286.37,198.6,485.97
21859,2,15.3,712.7,201.25,186.55,388.8
21860,2,15.3,712.7,73.24,155.79,230.03
21861,1,15.3,712.7,33.01,133.75,167.76
21862,1,13.5,711.1,7.65,98.49,107.14
21863,1,13.5,711.1,0,0,0
21864,1,13.5,711.1,0,0,0
21865,1,12.6,711.6,0,0,0
21866,1,12.6,711.6,0,0,0
21867,1,12.6,711.6,0,0,0
21868,1,12.6,711.6,0,0,0
21869,1,12.6,711.6,0,0,0
21870,1,11,710.8,0,0,0
21871,1,11,710.8,6.32,92.13,99.45
21872,1,11,710.8,23.63,122.64,147.27
21873,1,11,710.8,52.74,143.13,196.87
21874,1,11,710.8,201.53,189.91,392.44
21875,1,11,710.8,286.73,202.34,490.07
21876,1,11,710.8,383.43,213.54,597.97
21877,1,11,710.8,601.39,233.31,835.7
21878,1,15.2,712.4,717.07,242.13,960.2
21879,1,15.2,712.4,717.08,242.12,960.2
21880,1,15.2,712.4,150.51,226.4,377.91
21881,1,15.2,712.4,95.68,207.9,304.58
21882,1,15.2,712.4,71.36,197.29,269.65
21883,1,15.2,712.4,49.93,185.4,236.33
21884,1,15.2,712.4,17.7,154.93,173.64
21885,1,15.2,712.4,7.57,133.03,141.6
21886,1,16,712.4,7.65,92.13,100.78
21887,1,16,712.4,0,0,0
21888,1,16,712.4,0,0,0
21889,1,15.4,711.9,0,0,0
21890,1,15.4,711.9,0,0,0
21891,1,15.4,711.9,0,0,0
21892,1,15.4,711.9,0,0,0
21893,1,15.4,711.9,0,0,0
21894,1,13.8,711.8,0,0,0
21895,1,13.8,711.8,6.31,92.01,99.32
21896,1,13.8,711.8,23.59,122.52,147.1
21897,0,13.8,711.8,52.65,143.01,196.66
21898,0,13.8,711.8,188.05,170.11,359.16
21899,0,13.8,711.8,267.62,180.06,448.68
21900,0,13.8,711.8,357.95,188.61,547.56
21901,0,13.8,711.8,561.63,202.78,765.41
21902,0,21,712.4,669.77,208.71,879.48
21903,1,21,712.4,669.78,208.7,879.49
21904,1,21,712.4,561.61,202.92,765.53
21905,1,21,712.4,357.93,188.74,547.67
21906,1,21,712.4,267.61,180.17,448.78
21907,1,21,712.4,188.04,170.2,359.24
21908,1,21,712.4,68.41,143.05,212.46
21909,0,21,712.4,30.81,122.55,154.35
21910,0,18.2,711.8,1.55,91.99,94.54
21911,0,18.2,711.8,0,0,0
21912,0,18.2,711.8,0,0,0
21913,0,17.8,713.4,0,0,0
21914,0,17.8,713.4,0,0,0
21915,1,17.8,713.4,0,0,0
21916,1,17.8,713.4,0,0,0
21917,1,17.8,713.4,0,0,0
21918,1,15.6,712.2,0,0,0
21919,1,15.6,712.2,1.53,97,99.54
21920,1,15.6,712.2,7.53,128.52,137.05
21921,1,15.6,712.2,17.62,149.89,168.52
21922,1,15.6,712.2,171.34,194.62,366.96
21923,1,15.6,712.2,243.92,207.64,452.55
21924,1,15.6,712.2,326.31,219.46,546.78
21925,1,15.6,712.2,416.5,230.39,647.88
21926,1,20.2,712.4,610.91,250.08,861.99
21927,1,20.2,712.4,610.92,250.07,861.99
21928,1,20.2,712.4,603.64,233.26,837.9
21929,1,20.2,712.4,384.65,213.45,599.1
21930,1,20.2,712.4,287.58,202.23,490.81
21931,1,20.2,712.4,202.07,189.78,392.85
21932,1,20.2,712.4,73.54,158.36,232.91
21933,0,20.2,712.4,33.16,136.09,170.24
21934,0,20,711.2,7.64,91.84,100.48
21935,0,20,711.2,0,0,0
21936,0,20,711.2,0,0,0
21937,0,18.6,711.4,0,0,0
21938,0,18.6,711.4,0,0,0
21939,3,18.6,711.4,0,0,0
21940,3,18.6,711.4,0,0,0
21941,3,18.6,711.4,0,0,0
21942,3,18.2,712.3,0,0,0
21943,3,18.2,712.3,0,41.63,42.48
21944,3,18.2,712.3,32.91,122.17,156.08
21945,1,18.2,712.3,73.01,142.63,216.63
21946,1,18.2,712.3,93.08,159.12,253.2
21947,1,18.2,712.3,206,181.43,388.43
21948,1,18.2,712.3,275.67,190.18,466.85
21949,1,18.2,712.3,351.95,197.9,550.85
21950,1,23.1,712.4,516.47,210.95,728.41
21951,2,23.1,712.4,516.47,210.94,728.41
21952,2,23.1,712.4,599.36,233.06,833.43
21953,2,23.1,712.4,381.82,213.26,596.08
21954,2,23.1,712.4,285.42,202.04,488.47
21955,2,23.1,712.4,200.53,189.59,391.12
21956,2,23.1,712.4,72.96,158.19,232.15
21957,1,23.1,712.4,32.89,135.92,169.81
21958,1,23.6,710.9,6.3,92.52,99.81
21959,1,23.6,710.9,0,0,0
21960,1,23.6,710.9,0,0,0
21961,1,19.6,712,0,0,0
21962,1,19.6,712,0,0,0
21963,2,19.6,712,0,0,0
21964,2,19.6,712,0,0,0
21965,2,19.6,712,0,0,0
21966,2,16.6,712.6,0,0,0
21967,2,16.6,712.6,0,41.51,41.72
21968,2,16.6,712.6,7.51,122.04,130.55
21969,1,16.6,712.6,17.58,142.51,161.08
21970,1,16.6,712.6,128.86,157.68,287.54
21971,1,16.6,712.6,284.83,179.63,465.45
21972,1,16.6,712.6,381.09,188.18,570.27
21973,1,16.6,712.6,486.51,195.69,683.2
21974,1,22.8,712.3,713.99,208.31,923.3
21975,1,22.8,712.3,713.99,208.31,923.3
21976,1,22.8,712.3,598.68,231,830.68
21977,1,22.8,712.3,381.28,211.52,593.8
21978,1,22.8,712.3,284.98,200.47,486.45
21979,1,22.8,712.3,200.2,188.16,389.36
21980,1,22.8,712.3,72.82,157.02,230.85
21981,1,22.8,712.3,32.82,134.87,168.68
21982,1,19,711.2,1.53,100.28,102.81
21983,1,19,711.2,0,0,0
21984,1,19,711.2,0,0,0
21985,1,17.5,711.2,0,0,0
21986,1,17.5,711.2,0,0,0
21987,1,17.5,711.2,0,0,0
21988,1,17.5,711.2,0,0,0
21989,1,17.5,711.2,0,0,0
21990,1,16.1,711.2,0,0,0
21991,1,16.1,711.2,0,48.45,49.3
21992,1,16.1,711.2,32.97,135.44,169.41
21993,0,16.1,711.2,73.16,157.65,231.81
21994,0,16.1,711.2,31.66,157.31,189.97
21995,0,16.1,711.2,70.88,179.21,251.09
21996,0,16.1,711.2,95.1,187.74,283.84
21997,0,16.1,711.2,121.62,195.24,317.87
21998,0,20.3,711.2,178.89,207.86,387.75
21999,2,20.3,711.2,178.89,207.85,387.74
22000,2,20.3,711.2,510.75,209.67,721.42
22001,2,20.3,711.2,325.15,194.04,520.19
22002,2,20.3,711.2,242.97,184.81,428.77
22003,2,20.3,711.2,170.63,174.22,345.85
22004,2,20.3,711.2,61.97,146.04,209.01
22005,1,20.3,711.2,27.85,125.12,153.97
22006,1,20,709.9,1.53,100.07,102.6
22007,1,20,709.9,0,0,0
22008,1,20,709.9,0,0,0
22009,1,19.3,711.4,0,0,0
22010,1,19.3,711.4,0,0,0
22011,2,19.3,711.4,0,0,0
22012,2,19.3,711.4,0,0,0
22013,2,19.3,711.4,0,0,0
22014,2,17.8,711.5,0,0,0
22015,2,17.8,711.5,0,48.31,49.16
22016,2,17.8,711.5,32.87,135.27,169.14
22017,3,17.8,711.5,72.97,157.48,231.45
22018,3,17.8,711.5,129.24,174.58,304.81
22019,3,17.8,711.5,285.77,201.22,487.99
22020,3,17.8,711.5,382.44,212.41,595.85
22021,3,17.8,711.5,488.37,222.67,712.04
22022,3,23.7,712,717.17,241.03,959.2
22023,1,23.7,712,717.18,241.03,959.21
22024,1,23.7,712,597.2,230.51,828.71
22025,1,23.7,712,380.09,211.04,592.13
22026,1,23.7,712,284.01,199.99,485
22027,1,23.7,712,199.46,187.69,388.15
22028,1,23.7,712,72.51,156.59,230.09
22029,1,23.7,712,32.66,134.45,168.11
22030,1,21.9,711.5,0,41.28,41.89
22031,1,21.9,711.5,0,0,0
22032,1,21.9,711.5,0,0,0
22033,1,19.1,712.5,0,0,0
22034,1,19.1,712.5,0,0,0
22035,2,19.1,712.5,0,0,0
22036,2,19.1,712.5,0,0,0
22037,2,19.1,712.5,0,0,0
22038,2,18.1,714,0,0,0
22039,2,18.1,714,0,41.12,41.73
22040,2,18.1,714,23.23,121.49,145.72
22041,2,18.1,714,51.95,141.95,194.9
22042,2,18.1,714,92.15,157.25,250.4
22043,2,18.1,714,204.26,179.23,384.49
22044,2,18.1,714,273.54,187.8,462.35
22045,2,18.1,714,349.48,195.33,545.81
22046,2,24.6,714.9,513.63,208,722.64
22047,1,24.6,714.9,513.64,208,722.64
22048,1,24.6,714.9,595.38,232.73,829.11
22049,1,24.6,714.9,378.71,212.87,592.57
22050,1,24.6,714.9,282.88,201.62,485.5
22051,1,24.6,714.9,127.81,174.85,303.67
22052,1,24.6,714.9,72.11,157.66,230.77
22053,2,24.6,714.9,32.44,135.33,168.78
22054,2,23.1,714.8,0,41.06,41.83
22055,2,23.1,714.8,0,0,0
22056,2,23.1,714.8,0,0,0
22057,2,18.2,716.2,0,0,0
22058,2,18.2,716.2,0,0,0
22059,2,18.2,716.2,0,0,0
22060,2,18.2,716.2,0,0,0
22061,2,18.2,716.2,0,0,0
22062,2,14.9,716,0,0,0
22063,2,14.9,716,0,49.81,50.64
22064,2,14.9,716,32.47,138.73,172.2
22065,2,14.9,716,72.22,161.48,234.7
22066,2,14.9,716,128.08,179.1,308.18
22067,2,14.9,716,283.66,206.99,491.65
22068,2,14.9,716,379.86,218.86,599.71
22069,2,14.9,716,485.34,229.82,716.16
22070,2,21.5,717.2,713.5,249.63,964.13
22071,1,21.5,717.2,713.5,249.63,964.13
22072,1,21.5,717.2,593.61,232.97,827.58
22073,1,21.5,717.2,377.37,213.06,591.42
22074,1,21.5,717.2,281.79,201.78,484.57
22075,1,21.5,717.2,127.22,174.94,303.15
22076,1,21.5,717.2,71.73,157.69,230.42
22077,1,21.5,717.2,32.24,135.29,168.53
22078,1,20.6,715.3,0,49.85,50.68
22079,1,20.6,715.3,0,0,0
22080,1,20.6,715.3,0,0,0
22081,1,13.6,715,0,0,0
22082,1,13.6,715,0,0,0
22083,1,13.6,715,0,0,0
22084,1,13.6,715,0,0,0
22085,1,13.6,715,0,0,0
22086,1,11.8,713.6,0,0,0
22087,1,11.8,713.6,0,47.73,48.56
22088,1,11.8,713.6,32.41,134.88,168.29
22089,1,11.8,713.6,72.08,157.2,230.28
22090,1,11.8,713.6,127.2,178.5,306.7
22091,1,11.8,713.6,281.71,206.3,489.01
22092,1,11.8,713.6,377.27,218.14,596.4
22093,1,11.8,713.6,482.08,229.08,712.16
22094,1,16,713.7,708.93,248.86,958.79
22095,1,16,713.7,708.94,248.85,958.79
22096,1,16,713.7,148.67,215.31,364.97
22097,1,16,713.7,94.22,198.49,293.71
22098,1,16,713.7,70.17,188.69,259.86
22099,1,16,713.7,31.28,164.53,196.81
22100,1,16,713.7,17.31,148.45,166.76
22101,1,16,713.7,7.37,127.12,135.49
22102,1,15.2,712.9,0,43.78,43.99
22103,1,15.2,712.9,0,0,0
22104,1,15.2,712.9,0,0,0
22105,1,14,712.6,0,0,0
22106,1,14,712.6,0,0,0
22107,0,14,712.6,0,0,0
22108,0,14,712.6,0,0,0
22109,0,14,712.6,0,0,0
22110,0,13.3,712.3,0,0,0
22111,0,13.3,712.3,0,49.59,50.18
22112,0,13.3,712.3,22.99,137.97,161.96
22113,1,13.3,712.3,51.47,160.58,213.05
22114,1,13.3,712.3,118.7,173.77,293.47
22115,1,13.3,712.3,263.01,200.44,464.44
22116,1,13.3,712.3,352.29,211.64,564.93
22117,1,13.3,712.3,450.26,221.93,673.18
22118,1,17.7,712.6,662.43,240.35,903.78
22119,1,17.7,712.6,662.43,240.35,903.78
22120,1,17.7,712.6,148.5,238.91,388.41
22121,1,17.7,712.6,94.08,217.75,312.83
22122,1,17.7,712.6,70.05,205.91,276.97
22123,1,17.7,712.6,31.22,178.14,210.36
22124,1,17.7,712.6,17.28,160.57,178.85
