N,V,T,P,DirectRad,ScatterRad,SumRad
22125,1,17.7,712.6,7.36,137.96,146.32
22126,1,18.8,712.2,0,44.19,44.78
22127,1,18.8,712.2,0,0,0
22128,1,18.8,712.2,0,0,0
22129,1,15.4,712,0,0,0
22130,1,15.4,712,0,0,0
22131,0,15.4,712,0,0,0
22132,0,15.4,712,0,0,0
22133,0,15.4,712,0,0,0
22134,0,16.1,711.1,0,0,0
22135,0,16.1,711.1,0,47.5,48.26
22136,0,16.1,711.1,29.96,134.2,165.16
22137,0,16.1,711.1,66.71,156.41,224.12
22138,0,16.1,711.1,31.15,155.99,188.15
22139,0,16.1,711.1,69.93,177.89,248.82
22140,0,16.1,711.1,93.94,186.44,281.38
22141,0,16.1,711.1,120.28,193.96,315.24
22142,0,19.6,710.5,177.38,206.66,385.04
22143,1,19.6,710.5,177.38,206.65,385.04
22144,1,19.6,710.5,148.4,200.57,349.97
22145,1,19.6,710.5,93.99,186.35,281.34
22146,1,19.6,710.5,69.98,177.79,248.77
22147,1,19.6,710.5,31.18,155.91,188.09
22148,1,19.6,710.5,17.26,140.84,159.1
22149,1,19.6,710.5,7.35,120.46,128.81
22150,1,18.7,709.6,0,40.61,40.82
22151,1,18.7,709.6,0,0,0
22152,1,18.7,709.6,0,0,0
22153,1,17.6,711.3,0,0,0
22154,1,17.6,711.3,0,0,0
22155,0,17.6,711.3,0,0,0
22156,0,17.6,711.3,0,0,0
22157,0,17.6,711.3,0,0,0
22158,0,17.9,710.6,0,0,0
22159,0,17.9,710.6,0,43.35,43.55
22160,0,17.9,710.6,7.31,126.3,134.61
22161,2,17.9,710.6,17.17,147.55,165.72
22162,2,17.9,710.6,31.07,163.48,195.55
22163,2,17.9,710.6,69.77,187.55,258.32
22164,2,17.9,710.6,93.74,197.31,292.05
22165,2,17.9,710.6,120.05,206.1,327.15
22166,2,18.5,711.4,177.13,221.44,399.57
22167,1,18.5,711.4,177.13,221.43,399.56
22168,1,18.5,711.4,148.02,214.26,363.28
22169,1,18.5,711.4,93.7,197.44,292.14
22170,1,18.5,711.4,69.74,187.65,258.4
22171,1,18.5,711.4,31.05,163.56,195.61
22172,1,18.5,711.4,17.18,147.53,165.71
22173,1,18.5,711.4,7.31,126.28,134.59
22174,1,17.9,711.6,0,43.34,43.54
22175,1,17.9,711.6,0,0,0
22176,1,17.9,711.6,0,0,0
22177,1,14,715.3,0,0,0
22178,1,14,715.3,0,0,0
22179,2,14,715.3,0,0,0
22180,2,14,715.3,0,0,0
22181,2,14,715.3,0,0,0
22182,2,12,716.7,0,0,0
22183,2,12,716.7,0,43.04,43.24
22184,2,12,716.7,7.23,126.31,134.54
22185,2,12,716.7,17.03,147.69,165.72
22186,2,12,716.7,30.78,169.44,201.22
22187,2,12,716.7,69.26,195.18,265.44
22188,2,12,716.7,93.11,205.84,299.95
22189,2,12,716.7,119.31,215.55,335.86
22190,2,15.7,717.8,176.19,232.78,409.97
22191,1,15.7,717.8,176.2,232.77,409.97
22192,1,15.7,717.8,147.17,201.41,349.58
22193,1,15.7,717.8,93.06,187.05,281.11
22194,1,15.7,717.8,69.22,178.4,248.63
22195,1,15.7,717.8,30.76,156.28,188.04
22196,1,15.7,717.8,16.99,141.03,159.02
22197,1,15.7,717.8,7.21,120.42,128.62
22198,1,20.8,715.3,0,47.05,47.8
22199,1,20.8,715.3,0,0,0
22200,1,20.8,715.3,0,0,0
22201,1,13.9,715,0,0,0
22202,1,13.9,715,0,0,0
22203,2,13.9,715,0,0,0
22204,2,13.9,715,0,0,0
22205,2,13.9,715,0,0,0
22206,2,12.4,713.6,0,0,0
22207,2,12.4,713.6,0,45.06,45.26
22208,2,12.4,713.6,7.2,130.33,138.53
22209,1,12.4,713.6,16.97,152.25,170.21
22210,1,12.4,713.6,30.76,155.54,187.3
22211,1,12.4,713.6,69.2,177.53,247.73
22212,1,12.4,713.6,93.04,186.13,280.16
22213,1,12.4,713.6,119.23,193.69,313.92
22214,1,15.5,712.1,176.15,206.48,383.63
22215,0,15.5,712.1,176.15,206.48,383.63
22216,0,15.5,712.1,119.36,205.91,326.26
22217,0,15.5,712.1,93.14,197.08,291.22
22218,0,15.5,712.1,69.29,187.28,257.56
22219,0,15.5,712.1,30.81,163.14,194.95
22220,0,15.5,712.1,17.03,147.09,165.12
22221,0,15.5,712.1,7.23,125.82,134.06
22222,0,17.2,711.4,0,40.05,40.25
22223,0,17.2,711.4,0,0,0
22224,0,17.2,711.4,0,0,0
22225,0,13.6,713.6,0,0,0
22226,0,13.6,713.6,0,0,0
22227,2,13.6,713.6,0,0,0
22228,2,13.6,713.6,0,0,0
22229,2,13.6,713.6,0,0,0
22230,2,13.2,713.5,0,0,0
22231,2,13.2,713.5,0,39.79,39.99
22232,2,13.2,713.5,7.18,119.67,127.84
22233,1,13.2,713.5,16.92,140.14,158.06
22234,1,13.2,713.5,30.65,168.52,200.17
22235,1,13.2,713.5,68.99,194.18,264.16
22236,1,13.2,713.5,92.78,204.81,298.59
22237,1,13.2,713.5,118.93,214.51,334.44
22238,1,18.8,713.5,175.81,231.74,408.55
22239,1,18.8,713.5,175.81,231.73,408.54
22240,1,18.8,713.5,478.54,221.13,700.67
22241,1,18.8,713.5,373.97,210.77,585.75
22242,1,18.8,713.5,278.86,199.51,479.38
22243,1,18.8,713.5,125.55,172.76,299.32
22244,1,18.8,713.5,70.68,155.61,227.29
22245,1,18.8,713.5,31.71,133.34,166.05
22246,1,24.1,712,0,46.78,47.58
22247,1,24.1,712,0,0,0
22248,1,24.1,712,0,0,0
22249,1,14.9,714.7,0,0,0
22250,1,14.9,714.7,0,0,0
22251,2,14.9,714.7,0,0,0
22252,2,14.9,714.7,0,0,0
22253,2,14.9,714.7,0,0,0
22254,2,11.4,716.3,0,0,0
22255,2,11.4,716.3,0,44.68,44.88
22256,2,11.4,716.3,7.13,129.8,137.93
22257,1,11.4,716.3,16.83,151.71,169.54
22258,1,11.4,716.3,123.93,172.87,297.8
22259,1,11.4,716.3,275.61,199.73,476.34
22260,1,11.4,716.3,369.79,211.02,581.81
22261,1,11.4,716.3,473.4,221.41,695.8
22262,1,17.8,716.4,698.91,240.06,939.97
22263,1,17.8,716.4,698.92,240.06,939.97
22264,1,17.8,716.4,473.5,221.48,695.98
22265,1,17.8,716.4,369.88,211.08,581.96
22266,1,17.8,716.4,275.69,199.77,476.46
22267,1,17.8,716.4,123.98,172.91,297.89
22268,1,17.8,716.4,69.73,155.67,226.4
22269,1,17.8,716.4,31.24,133.3,165.54
22270,1,20.3,715,0,39.57,39.77
22271,1,20.3,715,0,0,0
22272,1,20.3,715,0,0,0
22273,1,14.7,715.8,0,0,0
22274,1,14.7,715.8,0,0,0
22275,1,14.7,715.8,0,0,0
22276,1,14.7,715.8,0,0,0
22277,1,14.7,715.8,0,0,0
22278,1,13.9,717.4,0,0,0
22279,1,13.9,717.4,0,39.34,40.01
22280,1,13.9,717.4,26.4,119.27,146.67
22281,1,13.9,717.4,59.16,139.82,199.97
22282,1,13.9,717.4,30.29,168.54,199.83
22283,1,13.9,717.4,68.34,194.35,263.69
22284,1,13.9,717.4,91.98,205.06,298.03
22285,1,13.9,717.4,118,214.81,333.81
22286,1,18.4,717.7,174.69,232.17,407.86
22287,2,18.4,717.7,174.69,232.17,407.86
22288,2,18.4,717.7,441.19,221.52,663.71
22289,2,18.4,717.7,344.5,211.1,556.61
22290,2,18.4,717.7,256.67,199.77,457.43
22291,2,18.4,717.7,115.29,172.84,289.13
22292,2,18.4,717.7,64.78,155.56,221.34
22293,2,18.4,717.7,28.95,133.14,163.09
22294,2,20.3,715.4,0,46.25,47.04
22295,2,20.3,715.4,0,0,0
22296,2,20.3,715.4,0,0,0
22297,2,13.1,714,0,0,0
22298,2,13.1,714,0,0,0
22299,1,13.1,714,0,0,0
22300,1,13.1,714,0,0,0
22301,1,13.1,714,0,0,0
22302,1,14,712.7,0,0,0
22303,1,14,712.7,0,39.19,39.86
22304,1,14,712.7,26.33,118.87,146.19
22305,1,14,712.7,58.99,139.36,199.35
22306,1,14,712.7,30.29,154.39,185.68
22307,1,14,712.7,68.32,176.4,245.72
22308,1,14,712.7,91.95,185.01,277.97
22309,1,14,712.7,117.98,192.6,311.59
22310,1,23.9,713.9,174.73,205.49,381.22
22311,1,23.9,713.9,174.73,205.48,381.21
22312,1,23.9,713.9,440.97,210.75,652.72
22313,1,23.9,713.9,344.29,201.32,546.61
22314,1,23.9,713.9,256.48,190.95,448.44
22315,1,23.9,713.9,115.21,165.79,282
22316,1,23.9,713.9,64.75,149.29,215.04
22317,1,23.9,713.9,28.95,127.59,157.55
22318,1,22.9,713.9,0,39.21,39.41
22319,1,22.9,713.9,0,0,0
22320,1,22.9,713.9,0,0,0
22321,1,17.3,716,0,0,0
22322,1,17.3,716,0,0,0
22323,1,17.3,716,0,0,0
22324,1,17.3,716,0,0,0
22325,1,17.3,716,0,0,0
22326,1,10.5,718.4,0,0,0
22327,1,10.5,718.4,0,38.93,39.59
22328,1,10.5,718.4,26.12,118.72,145.84
22329,1,10.5,718.4,58.59,139.29,198.88
22330,1,10.5,718.4,122.15,172.38,295.53
22331,1,10.5,718.4,272.28,199.36,472.64
22332,1,10.5,718.4,365.69,210.72,577.41
22333,1,10.5,718.4,468.62,221.17,690.78
22334,1,15.3,719.8,693.29,239.97,934.26
22335,1,15.3,719.8,693.3,239.96,934.26
22336,1,15.3,719.8,471.21,221.48,693.69
22337,1,15.3,719.8,367.7,211.01,579.71
22338,1,15.3,719.8,273.77,199.62,474.39
22339,1,15.3,719.8,122.8,172.59,296.39
22340,1,15.3,719.8,68.94,155.24,225.19
22341,1,15.3,719.8,30.8,132.74,164.54
22342,1,18.4,718.7,0,47.63,48.4
22343,1,18.4,718.7,0,0,0
22344,1,18.4,718.7,0,0,0
22345,1,11,718.8,0,0,0
22346,1,11,718.8,0,0,0
22347,0,11,718.8,0,0,0
22348,0,11,718.8,0,0,0
22349,0,11,718.8,0,0,0
22350,0,7.2,718,0,0,0
22351,0,7.2,718,0,47.37,48.13
22352,0,7.2,718,30.65,135.93,167.58
22353,1,7.2,718,68.64,158.79,228.44
22354,1,7.2,718,122.37,176.43,299.8
22355,1,7.2,718,272.95,204.52,478.46
22356,1,7.2,718,366.69,216.5,584.2
22357,1,7.2,718,470.05,227.61,698.66
22358,1,14.4,716.9,695.87,247.82,944.69
22359,1,14.4,716.9,695.88,247.81,944.69
22360,1,14.4,716.9,470.5,220.69,692.19
22361,1,14.4,716.9,367.08,210.24,578.31
22362,1,14.4,716.9,273.26,198.88,473.14
22363,1,14.4,716.9,122.55,171.92,295.48
22364,1,14.4,716.9,68.81,154.65,224.46
22365,0,14.4,716.9,30.74,132.24,163.98
22366,0,18.2,717.2,0,45.07,45.83
22367,0,18.2,717.2,0,0,0
22368,0,18.2,717.2,0,0,0
22369,0,11.7,715.7,0,0,0
22370,0,11.7,715.7,0,0,0
22371,0,11.7,715.7,0,0,0
22372,0,11.7,715.7,0,0,0
22373,0,11.7,715.7,0,0,0
22374,0,10.7,714.1,0,0,0
22375,0,10.7,714.1,0,45.32,46.09
22376,0,10.7,714.1,8.27,99.33,108.6
22377,0,10.7,714.1,68.51,154.24,223.75
22378,0,10.7,714.1,122.24,175.64,298.88
22379,0,10.7,714.1,272.64,203.61,477.25
22380,0,10.7,714.1,366.32,215.56,582.88
22381,0,10.7,714.1,469.64,226.65,697.29
22382,0,18.3,714.2,695.61,246.82,943.43
22383,1,18.3,714.2,695.61,246.82,943.43
22384,1,18.3,714.2,469.77,219.98,690.74
22385,1,18.3,714.2,366.43,209.54,576.96
22386,1,18.3,714.2,272.73,198.2,471.93
22387,1,18.3,714.2,122.29,171.32,294.61
22388,1,18.3,714.2,68.66,154.1,223.76
22389,2,18.3,714.2,30.68,131.78,163.45
22390,2,17.1,713.2,0,45.43,46.19
22391,2,17.1,713.2,0,0,0
22392,2,17.1,713.2,0,0,0
22393,2,12.7,711.6,0,0,0
22394,2,12.7,711.6,0,0,0
22395,0,12.7,711.6,0,0,0
22396,0,12.7,711.6,0,0,0
22397,0,12.7,711.6,0,0,0
22398,0,12.1,711.9,0,0,0
22399,0,12.1,711.9,0,45.22,45.99
22400,0,12.1,711.9,8.27,98.94,108.22
22401,0,12.1,711.9,68.44,153.51,222.96
22402,0,12.1,711.9,113.23,170.7,284.94
22403,0,12.1,711.9,252.72,197.52,451.24
22404,0,12.1,711.9,339.65,208.84,549.49
22405,0,12.1,711.9,435.58,219.26,655.84
22406,0,23.6,715,645.57,238.07,884.65
22407,0,23.6,715,645.58,238.07,884.65
22408,0,23.6,715,116.33,226.74,344.07
22409,0,23.6,715,90.54,215.62,307.16
22410,0,23.6,715,67.17,203.63,271.8
22411,0,23.6,715,29.68,175.59,206.27
22412,0,23.6,715,16.32,157.89,175.21
22413,0,23.6,715,6.87,135.13,143
22414,0,25.4,714.1,0,45.18,45.94
22415,0,25.4,714.1,0,0,0
22416,0,25.4,714.1,0,0,0
22417,0,16.7,714.8,0,0,0
22418,0,16.7,714.8,0,0,0
22419,1,16.7,714.8,0,0,0
22420,1,16.7,714.8,0,0,0
22421,1,16.7,714.8,0,0,0
22422,1,14,714.5,0,0,0
22423,1,14,714.5,0,46.8,47.55
22424,1,14,714.5,8.16,101.85,111.01
22425,1,14,714.5,67.85,157.55,226.4
22426,1,14,714.5,121.01,175.19,297.2
22427,1,14,714.5,270.32,203.23,474.56
22428,1,14,714.5,363.47,215.22,579.69
22429,1,14,714.5,466.32,226.35,693.67
22430,1,21.8,713.8,691.72,246.63,939.35
22431,0,21.8,713.8,691.73,246.62,939.35
22432,0,21.8,713.8,466.66,219.5,687.16
22433,0,21.8,713.8,363.76,209.03,573.79
22434,0,21.8,713.8,270.56,197.66,469.23
22435,0,21.8,713.8,121.14,170.75,292.89
22436,0,21.8,713.8,67.95,153.52,222.47
22437,3,21.8,713.8,30.32,131.18,162.5
22438,3,23.2,711.8,0,45.01,45.71
22439,3,23.2,711.8,0,0,0
22440,3,23.2,711.8,0,0,0
22441,3,18.5,715.4,0,0,0
22442,3,18.5,715.4,0,0,0
22443,1,18.5,715.4,0,0,0
22444,1,18.5,715.4,0,0,0
22445,1,18.5,715.4,0,0,0
22446,1,16.4,716,0,0,0
22447,1,16.4,716,0,40.69,40.88
22448,1,16.4,716,1.27,91.82,94.09
22449,0,16.4,716,16.12,144.67,161.78
22450,0,16.4,716,120.23,170.74,291.97
22451,0,16.4,716,268.88,197.76,467.64
22452,0,16.4,716,361.68,209.16,571.84
22453,0,16.4,716,464.23,219.67,684.9
22454,0,23.4,716,689.21,238.65,928.86
22455,1,23.4,716,689.22,238.65,928.87
22456,1,23.4,716,464.37,219.73,685.09
22457,1,23.4,716,361.8,209.21,572.02
22458,1,23.4,716,268.98,197.8,467.78
22459,1,23.4,716,120.28,170.78,292.06
22460,1,23.4,716,67.41,153.48,221.89
22461,2,23.4,716,08.08,98.5,107.58
22462,2,23.4,716,0,46.59,47.34
22463,2,22.5,714.4,0,0,0
22464,2,22.5,714.4,0,0,0
22465,2,17.8,715,0,0,0
22466,2,17.8,715,0,0,0
22467,0,17.8,715,0,0,0
22468,0,17.8,715,0,0,0
22469,0,17.8,715,0,0,0
22470,0,17.3,713.4,0,0,0
22471,0,17.3,713.4,0,44.38,45.11
22472,0,17.3,713.4,08.02,98.13,107.15
22473,0,17.3,713.4,67.05,153.05,221.1
22474,0,17.3,713.4,85.84,152.42,239.26
22475,0,17.3,713.4,192.37,174.58,367.96
22476,0,17.3,713.4,258.93,183.28,443.21
22477,0,17.3,713.4,332.5,190.97,524.47
22478,0,21.4,713.3,494.09,204.1,699.19
22479,1,21.4,713.3,494.1,204.09,699.19
22480,1,21.4,713.3,460.49,218.97,680.46
22481,1,21.4,713.3,358.69,208.47,568.15
22482,1,21.4,713.3,266.6,197.08,464.68
22483,1,21.4,713.3,119.18,170.12,290.31
22484,1,21.4,713.3,66.78,152.88,220.66
22485,0,21.4,713.3,8,98.12,107.11
22486,0,21.4,713.3,0,37.61,37.79
22487,0,20.8,714.4,0,0,0
22488,0,20.8,714.4,0,0,0
22489,0,19.5,716.6,0,0,0
22490,0,19.5,716.6,0,0,0
22491,1,19.5,716.6,0,0,0
22492,1,19.5,716.6,0,0,0
22493,1,19.5,716.6,0,0,0
22494,1,18.9,717.2,0,0,0
22495,1,18.9,717.2,0,40.15,40.33
22496,1,18.9,717.2,1.23,91.19,93.42
22497,2,18.9,717.2,15.89,144.16,161.05
22498,2,18.9,717.2,85.07,152.54,238.62
22499,2,18.9,717.2,190.97,174.86,366.83
22500,2,18.9,717.2,257.2,183.61,441.81
22501,2,18.9,717.2,330.46,191.35,522.81
22502,2,22.5,717.8,491.57,204.56,697.14
22503,1,22.5,717.8,491.58,204.56,697.14
22504,1,22.5,717.8,460.27,218.63,679.9
22505,1,22.5,717.8,358.31,208.15,567.46
22506,1,22.5,717.8,266.15,196.78,463.93
22507,1,22.5,717.8,118.78,169.8,289.58
22508,1,22.5,717.8,66.47,152.49,219.96
22509,0,22.5,717.8,7.91,97.45,106.36
22510,0,22.5,717.8,0,37.3,38.02
22511,0,24.2,716.5,0,0,0
22512,0,24.2,716.5,0,0,0
22513,0,18.4,716.9,0,0,0
22514,0,18.4,716.9,0,0,0
22515,0,18.4,716.9,0,0,0
22516,0,18.4,716.9,0,0,0
22517,0,18.4,716.9,0,0,0
22518,0,15.9,716.9,0,0,0
22519,0,15.9,716.9,0,43.79,44.5
22520,0,15.9,716.9,7.84,97.53,106.38
22521,0,15.9,716.9,66.09,152.66,219.74
22522,0,15.9,716.9,118.14,174.45,293.6
22523,0,15.9,716.9,264.94,202.71,468.65
22524,0,15.9,716.9,356.82,214.8,572.62
22525,0,15.9,716.9,458.53,226.04,685.57
22526,0,21.7,716.9,682.43,246.59,930.03
22527,1,21.7,716.9,682.44,246.59,930.03
22528,1,21.7,716.9,458.64,219.25,678.89
22529,1,21.7,716.9,356.92,208.66,566.58
22530,1,21.7,716.9,265.03,197.18,463.21
22531,1,21.7,716.9,118.19,170.04,289.23
22532,1,21.7,716.9,66.11,152.67,219.78
22533,1,21.7,716.9,7.85,97.56,106.41
22534,1,21.7,716.9,0,45.76,46.47
22535,1,21.6,716,0,0,0
22536,1,21.6,716,0,0,0
22537,1,21.6,716,0,0,0
22538,1,21.6,716,0,0,0
22539,1,21.6,716,0,0,0
22540,1,21.6,716,0,0,0
22541,1,21.6,716,0,0,0
22542,1,16.7,715.6,0,0,0
22543,1,16.7,715.6,0,45.46,46.17
22544,1,16.7,715.6,7.78,100.34,109.13
22545,0,16.7,715.6,65.73,156.28,223.01
22546,0,16.7,715.6,117.59,169.54,288.13
22547,0,16.7,715.6,263.87,196.67,461.55
22548,0,16.7,715.6,355.5,208.14,564.64
22549,0,16.7,715.6,456.98,218.73,676.71
22550,0,21.4,715.8,680.65,237.92,919.57
22551,1,21.4,715.8,680.66,237.91,919.57
22552,1,21.4,715.8,424.75,218.81,644.57
22553,1,21.4,715.8,330.42,208.22,539.63
22554,1,21.4,715.8,245.25,196.74,442.98
22555,1,21.4,715.8,109.26,169.6,279.86
22556,1,21.4,715.8,61.06,152.24,214.3
22557,1,21.4,715.8,7.17,97.2,105.37
22558,1,21.4,715.8,0,43.61,44.12
22559,1,22.5,714.8,0,0,0
22560,1,22.5,714.8,0,0,0
22561,1,18.3,714,0,0,0
22562,1,18.3,714,0,0,0
22563,0,18.3,714,0,0,0
22564,0,18.3,714,0,0,0
22565,0,18.3,714,0,0,0
22566,0,17.9,712.6,0,0,0
22567,0,17.9,712.6,0,43.33,44.04
22568,0,17.9,712.6,7.74,96.8,105.54
22569,0,17.9,712.6,65.42,151.73,218.15
22570,0,17.9,712.6,28.57,151.02,180.59
22571,0,17.9,712.6,65.07,173.26,239.33
22572,0,17.9,712.6,87.94,182.01,270.95
22573,0,17.9,712.6,113.29,189.75,304.04
22574,0,19.6,712.6,169.22,203.03,373.25
22575,2,19.6,712.6,169.22,203.02,373.24
22576,2,19.6,712.6,113.3,211.24,325.54
22577,2,19.6,712.6,87.95,201.32,290.27
22578,2,19.6,712.6,65.08,190.49,256.56
22579,2,19.6,712.6,28.58,164.54,194.12
22580,2,19.6,712.6,15.65,147.72,164.36
22581,1,19.6,712.6,1.19,93.82,96.01
22582,1,19.6,712.6,0,41.68,41.85
22583,1,20.5,711.4,0,0,0
22584,1,20.5,711.4,0,0,0
22585,1,17.3,712,0,0,0
22586,1,17.3,712,0,0,0
22587,0,17.3,712,0,0,0
22588,0,17.3,712,0,0,0
22589,0,17.3,712,0,0,0
22590,0,17.9,714.1,0,0,0
22591,0,17.9,714.1,0,41.36,41.53
22592,0,17.9,714.1,1.17,93.44,95.61
22593,2,17.9,714.1,15.54,147.33,163.87
22594,2,17.9,714.1,28.35,158.83,188.18
22595,2,17.9,714.1,64.65,183.38,249.02
22596,2,17.9,714.1,87.42,193.4,281.82
22597,2,17.9,714.1,112.68,202.48,316.16
22598,2,16.2,716.7,168.48,218.54,388.01
22599,0,16.2,716.7,168.48,218.53,388.01
22600,0,16.2,716.7,112.5,202.93,316.43
22601,0,16.2,716.7,87.27,193.82,282.09
22602,0,16.2,716.7,64.53,183.75,249.29
22603,0,16.2,716.7,28.28,159.12,188.41
22604,0,16.2,716.7,15.46,142.81,159.27
22605,1,16.2,716.7,1.16,89.79,91.95
22606,1,16.2,716.7,0,39.04,39.21
22607,1,16.5,717.6,0,0,0
22608,1,16.5,717.6,0,0,0
22609,1,15.6,718.2,0,0,0
22610,1,15.6,718.2,0,0,0
22611,1,15.6,718.2,0,0,0
22612,1,15.6,718.2,0,0,0
22613,1,15.6,718.2,0,0,0
22614,1,15.3,718.8,0,0,0
22615,1,15.3,718.8,0,38.71,38.88
22616,1,15.3,718.8,1.13,89.42,91.55
22617,1,15.3,718.8,15.31,142.59,158.9
22618,1,15.3,718.8,28.03,150.99,180.02
22619,1,15.3,718.8,44.38,163.24,208.63
22620,1,15.3,718.8,86.7,182.33,270.03
22621,1,15.3,718.8,111.82,190.16,302.98
22622,1,18,720.2,167.39,203.61,372
22623,0,18,720.2,167.39,203.6,372
22624,0,18,720.2,111.74,212.15,324.89
22625,0,18,720.2,86.63,202.1,289.73
22626,0,18,720.2,64.01,191.13,256.14
22627,0,18,720.2,28,164.85,193.85
22628,0,18,720.2,15.28,147.79,164.07
22629,1,18,720.2,1.12,93.21,95.34
22630,1,18,720.2,0,41.83,42.46
22631,1,19.9,720.2,0,0,0
22632,1,19.9,720.2,0,0,0
22633,1,16.7,720.2,0,0,0
22634,1,16.7,720.2,0,0,0
22635,1,16.7,720.2,0,0,0
22636,1,16.7,720.2,0,0,0
22637,1,16.7,720.2,0,0,0
22638,1,14.7,719.8,0,0,0
22639,1,14.7,719.8,0,42.24,42.9
22640,1,14.7,719.8,7.35,95.84,104.19
22641,1,14.7,719.8,63.21,151.38,215.59
22642,1,14.7,719.8,114.19,168.85,284.04
22643,1,14.7,719.8,179.17,183.46,363.63
22644,1,14.7,719.8,347.53,207.89,556.43
22645,1,14.7,719.8,447.59,218.62,667.21
22646,1,18.8,719.7,669.21,238.14,908.34
22647,0,18.8,719.7,669.22,238.13,908.34
22648,0,18.8,719.7,444.97,218.65,664.62
22649,0,18.8,719.7,345.51,207.92,554.42
22650,0,18.8,719.7,255.96,196.3,453.26
22651,0,18.8,719.7,113.54,168.87,283.41
22652,0,18.8,719.7,63.27,151.34,215.61
22653,1,18.8,719.7,7.36,95.86,104.22
22654,1,18.8,719.7,0,44.24,44.91
22655,1,20.3,718.1,0,0,0
22656,1,20.3,718.1,0,0,0
22657,1,15,718,0,0,0
22658,1,15,718,0,0,0
22659,0,15,718,0,0,0
22660,0,15,718,0,0,0
22661,0,15,718,0,0,0
22662,0,12.9,717.3,0,0,0
22663,0,12.9,717.3,0,43.91,44.57
22664,0,12.9,717.3,7.35,98.61,106.97
22665,0,12.9,717.3,63.28,154.88,219.16
22666,0,12.9,717.3,113.67,172.73,287.41
22667,0,12.9,717.3,178.41,187.84,367.25
22668,0,12.9,717.3,346.24,213.48,560.72
22669,0,12.9,717.3,446.08,224.88,671.95
22670,0,17.9,716.7,667.46,245.82,914.27
22671,1,17.9,716.7,667.46,245.81,914.27
22672,1,17.9,716.7,443.61,217.85,662.46
22673,1,17.9,716.7,344.35,207.12,552.47
22674,1,17.9,716.7,177.46,182.74,361.19
22675,1,17.9,716.7,113.08,168.16,282.24
22676,1,17.9,716.7,63,150.69,214.69
22677,0,17.9,716.7,7.33,95.43,103.76
22678,0,17.9,716.7,0,39.56,40.19
22679,0,18.8,714.7,0,0,0
22680,0,18.8,714.7,0,0,0
22681,0,14.9,713.8,0,0,0
22682,0,14.9,713.8,0,0,0
22683,0,14.9,713.8,0,0,0
22684,0,14.9,713.8,0,0,0
22685,0,14.9,713.8,0,0,0
22686,0,13.2,713.2,0,0,0
22687,0,13.2,713.2,0,41.85,42.51
22688,0,13.2,713.2,7.33,94.97,103.31
22689,1,13.2,713.2,63.08,150.03,214.12
22690,1,13.2,713.2,113.31,167.35,281.67
22691,1,13.2,713.2,177.86,181.87,360.73
22692,1,13.2,713.2,345.3,206.2,552.5
22693,1,13.2,713.2,444.98,216.9,662.89
22694,1,19.3,712.9,666.27,236.42,903.69
22695,0,19.3,712.9,666.27,236.42,903.69
22696,0,19.3,712.9,319.56,216.91,537.47
22697,0,19.3,712.9,247.92,206.2,455.13
22698,0,19.3,712.9,127.58,181.88,310.46
22699,0,19.3,712.9,81.18,167.36,249.55
22700,0,19.3,712.9,45.11,149.97,196.08
22701,0,19.3,712.9,5,95,101
22702,0,19.3,712.9,0,43.84,44
22703,0,18.7,712.3,0,0,0
22704,0,18.7,712.3,0,0,0
22705,0,17,712.8,0,0,0
22706,0,17,712.8,0,0,0
22707,1,17,712.8,0,0,0
22708,1,17,712.8,0,0,0
22709,1,17,712.8,0,0,0
22710,1,17.7,712,0,0,0
22711,1,17.7,712,0,34.9,35.37
22712,1,17.7,712,4.94,82.7,88.64
22713,0,17.7,712,44.74,133.55,179.29
22714,0,17.7,712,27.43,148.8,177.23
22715,0,17.7,712,43.51,160.99,205.5
22716,0,17.7,712,85.24,180.04,266.27
22717,0,17.7,712,110.1,187.88,298.98
22718,0,20.5,712.8,165.37,201.42,367.79
22719,0,20.5,712.8,165.37,201.42,367.79
22720,0,20.5,712.8,110.06,209.84,320.91
22721,0,20.5,712.8,85.2,199.77,285.98
22722,0,20.5,712.8,43.49,176.64,221.13
22723,0,20.5,712.8,27.42,162.63,191.05
22724,0,20.5,712.8,14.93,145.69,161.63
22725,1,20.5,712.8,01.07,91.61,93.68
22726,1,20.5,712.8,0,37.75,37.91
22727,1,20.7,712,0,0,0
22728,1,20.7,712,0,0,0
22729,1,17.2,712,0,0,0
22730,1,17.2,712,0,0,0
22731,0,17.2,712,0,0,0
22732,0,17.2,712,0,0,0
22733,0,17.2,712,0,0,0
22734,0,15,711.3,0,0,0
22735,0,15,711.3,0,41.29,41.76
22736,0,15,711.3,4.88,94.2,100.08
22737,1,15,711.3,44.42,149.18,194.6
22738,1,15,711.3,111.21,165.37,277.58
22739,1,15,711.3,174.73,179.76,355.49
22740,1,15,711.3,339.8,203.82,544.62
22741,1,15,711.3,438.26,214.39,653.65
22742,1,18.3,712.2,657.38,233.66,892.03
22743,1,18.3,712.2,657.38,233.65,892.03
22744,1,18.3,712.2,109.52,200.55,311.07
22745,1,18.3,712.2,84.74,191.35,277.09
22746,1,18.3,712.2,43.21,169.83,214.04
22747,1,18.3,712.2,27.23,156.53,184.76
22748,1,18.3,712.2,14.82,140.22,156.03
22749,1,18.3,712.2,01.05,87.44,89.48
22750,1,18.3,712.2,0,33.78,34.38
22751,1,20.7,712,0,0,0
