n;V_w(t);T;I_a;n(t);A;P_pv
19326,00;0,00;-13,80;0,00;;;
19327,00;0,00;-13,80;0,00;;;
19328,00;0,00;-13,80;0,00;;;
19329,00;1,00;-13,80;25,26;;;
19330,00;1,00;-13,80;136,42;;;
19331,00;1,00;-13,80;234,23;;;
19332,00;1,00;-13,80;356,78;;;
19333,00;1,00;-13,80;513,85;;;
19334,00;1,00;-7,20;705,20;;;
19335,00;1,00;-7,20;705,16;;;
19336,00;1,00;-7,20;499,61;;;
19337,00;1,00;-7,20;344,73;;;
19338,00;1,00;-7,20;223,95;;;
19339,00;1,00;-7,20;127,77;;;
19340,00;1,00;-7,20;22,59;;;
19341,00;1,00;-7,20;0,00;;;
19342,00;1,00;-7,20;0,00;;;
19343,00;1,00;-7,20;0,00;;;
19344,00;1,00;-7,20;0,00;;;
19345,00;1,00;-12,50;0,00;;;
19346,00;1,00;-12,50;0,00;;;
19347,00;0,00;-13,90;0,00;;;
19348,00;0,00;-13,90;0,00;;;
19349,00;0,00;-13,90;0,00;;;
19350,00;0,00;-13,90;0,00;;;
19351,00;0,00;-13,90;0,00;;;
19352,00;0,00;-13,90;0,00;;;
19353,00;1,00;-13,90;25,72;;;
19354,00;1,00;-13,90;137,21;;;
19355,00;1,00;-13,90;235,68;;;
19356,00;1,00;-13,90;359,28;;;
19357,00;1,00;-13,90;517,67;;;
19358,00;1,00;-5,30;710,44;;;
19359,00;1,00;-5,30;710,39;;;
19360,00;1,00;-5,30;517,73;;;
19361,00;1,00;-5,30;359,26;;;
19362,00;1,00;-5,30;235,60;;;
19363,00;1,00;-5,30;137,06;;;
19364,00;1,00;-5,30;25,61;;;
19365,00;1,00;-5,30;0,00;;;
19366,00;1,00;-5,30;0,00;;;
19367,00;1,00;-5,30;0,00;;;
19368,00;1,00;-5,30;0,00;;;
19369,00;1,00;-8,00;0,00;;;
19370,00;1,00;-8,00;0,00;;;
19371,00;0,00;-8,00;0,00;;;
19372,00;0,00;-12,90;0,00;;;
19373,00;0,00;-12,90;0,00;;;
19374,00;0,00;-12,90;0,00;;;
19375,00;0,00;-12,90;0,00;;;
19376,00;0,00;-12,90;0,00;;;
19377,00;0,00;-12,90;80,71;;;
19378,00;0,00;-12,90;137,96;;;
19379,00;0,00;-12,90;236,99;;;
19380,00;0,00;-12,90;361,72;;;
19381,00;0,00;-12,90;521,60;;;
19382,00;0,00;-7,20;716,02;;;
19383,00;1,00;-7,20;715,97;;;
19384,00;1,00;-7,20;507,65;;;
19385,00;1,00;-7,20;349,93;;;
19386,00;1,00;-7,20;226,94;;;
19387,00;1,00;-7,20;129,51;;;
19388,00;1,00;-7,20;23,53;;;
19389,00;2,00;-7,20;0,00;;;
19390,00;2,00;-7,20;0,00;;;
19391,00;2,00;-7,20;0,00;;;
19392,00;2,00;-7,20;0,00;;;
19393,00;2,00;-11,90;0,00;;;
19394,00;2,00;-11,90;0,00;;;
19395,00;0,00;-11,90;0,00;;;
19396,00;0,00;-14,90;0,00;;;
19397,00;0,00;-14,90;0,00;;;
19398,00;0,00;-14,90;0,00;;;
19399,00;0,00;-14,90;0,00;;;
19400,00;0,00;-14,90;0,00;;;
19401,00;0,00;-14,90;88,12;;;
19402,00;0,00;-14,90;130,47;;;
19403,00;0,00;-14,90;228,44;;;
19404,00;0,00;-14,90;352,52;;;
19405,00;0,00;-14,90;511,68;;;
19406,00;0,00;-10,40;705,20;;;
19407,00;1,00;-10,40;705,17;;;
19408,00;1,00;-10,40;425,96;;;
19409,00;1,00;-10,40;304,00;;;
19410,00;1,00;-10,40;205,50;;;
19411,00;1,00;-10,40;121,55;;;
19412,00;1,00;-10,40;76,30;;;
19413,00;2,00;-10,40;0,00;;;
19414,00;2,00;-10,40;0,00;;;
19415,00;2,00;-10,40;0,00;;;
19416,00;2,00;-10,40;0,00;;;
19417,00;2,00;-10,00;0,00;;;
19418,00;2,00;-10,00;0,00;;;
19419,00;0,00;-10,00;0,00;;;
19420,00;0,00;-11,30;0,00;;;
19421,00;0,00;-11,30;0,00;;;
19422,00;0,00;-11,30;0,00;;;
19423,00;0,00;-11,30;0,00;;;
19424,00;0,00;-11,30;0,00;;;
19425,00;0,00;-11,30;88,85;;;
19426,00;0,00;-11,30;139,40;;;
19427,00;0,00;-11,30;239,54;;;
19428,00;0,00;-11,30;366,57;;;
19429,00;0,00;-11,30;529,47;;;
19430,00;0,00;-5,00;727,21;;;
19431,00;1,00;-5,00;727,16;;;
19432,00;1,00;-5,00;514,22;;;
19433,00;1,00;-5,00;354,23;;;
19434,00;1,00;-5,00;229,47;;;
19435,00;1,00;-5,00;131,14;;;
19436,00;1,00;-5,00;82,16;;;
19437,00;1,00;-5,00;0,00;;;
19438,00;1,00;-5,00;0,00;;;
19439,00;1,00;-5,00;0,00;;;
19440,00;1,00;-5,00;0,00;;;
19441,00;1,00;1,20;0,00;;;
19442,00;1,00;1,20;0,00;;;
19443,00;1,00;1,20;0,00;;;
19444,00;1,00;0,60;0,00;;;
19445,00;1,00;0,60;0,00;;;
19446,00;1,00;0,60;0,00;;;
19447,00;1,00;0,60;0,00;;;
19448,00;1,00;0,60;0,00;;;
19449,00;1,00;0,60;87,39;;;
19450,00;1,00;0,60;179,84;;;
19451,00;1,00;0,60;231,56;;;
19452,00;1,00;0,60;357,93;;;
19453,00;1,00;0,60;520,01;;;
19454,00;1,00;2,70;716,69;;;
19455,00;1,00;2,70;716,65;;;
19456,00;1,00;2,70;518,28;;;
19457,00;1,00;2,70;356,93;;;
19458,00;1,00;2,70;231,06;;;
19459,00;1,00;2,70;132,05;;;
19460,00;1,00;2,70;82,86;;;
19461,00;1,00;2,70;0,00;;;
19462,00;1,00;2,70;0,00;;;
19463,00;1,00;2,70;0,00;;;
19464,00;1,00;2,70;0,00;;;
19465,00;1,00;0,40;0,00;;;
19466,00;1,00;0,40;0,00;;;
19467,00;1,00;0,40;0,00;;;
19468,00;1,00;-2,70;0,00;;;
19469,00;1,00;-2,70;0,00;;;
19470,00;1,00;-2,70;0,00;;;
19471,00;1,00;-2,70;0,00;;;
19472,00;1,00;-2,70;0,00;;;
19473,00;2,00;-2,70;69,55;;;
19474,00;2,00;-2,70;140,11;;;
19475,00;2,00;-2,70;168,64;;;
19476,00;2,00;-2,70;224,48;;;
19477,00;2,00;-2,70;284,54;;;
19478,00;2,00;-0,80;350,92;;;
19479,00;2,00;-0,80;350,89;;;
19480,00;2,00;-0,80;523,70;;;
19481,00;2,00;-0,80;360,36;;;
19482,00;2,00;-0,80;232,96;;;
19483,00;2,00;-0,80;132,97;;;
19484,00;2,00;-0,80;83,48;;;
19485,00;2,00;-0,80;0,00;;;
19486,00;2,00;-0,80;0,00;;;
19487,00;2,00;-0,80;0,00;;;
19488,00;2,00;-0,80;0,00;;;
19489,00;2,00;-2,70;0,00;;;
19490,00;2,00;-2,70;0,00;;;
19491,00;2,00;-2,70;0,00;;;
19492,00;2,00;-5,70;0,00;;;
19493,00;2,00;-5,70;0,00;;;
19494,00;2,00;-5,70;0,00;;;
19495,00;2,00;-5,70;0,00;;;
19496,00;2,00;-5,70;0,00;;;
19497,00;1,00;-5,70;88,52;;;
19498,00;1,00;-5,70;190,56;;;
19499,00;1,00;-5,70;243,78;;;
19500,00;1,00;-5,70;374,05;;;
19501,00;1,00;-5,70;540,99;;;
19502,00;1,00;-3,50;742,98;;;
19503,00;1,00;-3,50;742,94;;;
19504,00;1,00;-3,50;527,80;;;
19505,00;1,00;-3,50;362,87;;;
19506,00;1,00;-3,50;234,27;;;
19507,00;1,00;-3,50;133,75;;;
19508,00;1,00;-3,50;84,29;;;
19509,00;1,00;-3,50;0,00;;;
19510,00;1,00;-3,50;0,00;;;
19511,00;1,00;-3,50;0,00;;;
19512,00;1,00;-3,50;0,00;;;
19513,00;1,00;-3,30;0,00;;;
19514,00;1,00;-3,30;0,00;;;
19515,00;1,00;-3,30;0,00;;;
19516,00;1,00;-6,80;0,00;;;
19517,00;1,00;-6,80;0,00;;;
19518,00;1,00;-6,80;0,00;;;
19519,00;1,00;-6,80;0,00;;;
19520,00;1,00;-6,80;0,00;;;
19521,00;1,00;-6,80;85,24;;;
19522,00;1,00;-6,80;180,61;;;
19523,00;1,00;-6,80;233,09;;;
19524,00;1,00;-6,80;361,91;;;
19525,00;1,00;-6,80;527,14;;;
19526,00;1,00;-3,10;727,02;;;
19527,00;1,00;-3,10;726,99;;;
19528,00;1,00;-3,10;286,31;;;
19529,00;1,00;-3,10;225,78;;;
19530,00;1,00;-3,10;169,74;;;
19531,00;1,00;-3,10;141,25;;;
19532,00;1,00;-3,10;70,96;;;
19533,00;2,00;-3,10;0,00;;;
19534,00;2,00;-3,10;0,00;;;
19535,00;2,00;-3,10;0,00;;;
19536,00;2,00;-3,10;0,00;;;
19537,00;2,00;-1,20;0,00;;;
19538,00;2,00;-1,20;0,00;;;
19539,00;1,00;-1,20;0,00;;;
19540,00;1,00;-3,00;0,00;;;
19541,00;1,00;-3,00;0,00;;;
19542,00;1,00;-3,00;0,00;;;
19543,00;1,00;-3,00;0,00;;;
19544,00;1,00;-3,00;0,00;;;
19545,00;1,00;-3,00;79,12;;;
19546,00;1,00;-3,00;192,27;;;
19547,00;1,00;-3,00;246,06;;;
19548,00;1,00;-3,00;377,97;;;
19549,00;1,00;-3,00;546,88;;;
19550,00;1,00;-1,80;750,75;;;
19551,00;1,00;-1,80;750,71;;;
19552,00;1,00;-1,80;517,56;;;
19553,00;1,00;-1,80;353,57;;;
19554,00;1,00;-1,80;225,74;;;
19555,00;1,00;-1,80;173,69;;;
19556,00;1,00;-1,80;78,56;;;
19557,00;2,00;-1,80;0,00;;;
19558,00;2,00;-1,80;0,00;;;
19559,00;2,00;-1,80;0,00;;;
19560,00;2,00;-1,80;0,00;;;
19561,00;2,00;-6,70;0,00;;;
19562,00;2,00;-6,70;0,00;;;
19563,00;1,00;-6,70;0,00;;;
19564,00;1,00;-8,00;0,00;;;
19565,00;1,00;-8,00;0,00;;;
19566,00;1,00;-8,00;0,00;;;
19567,00;1,00;-8,00;0,00;;;
19568,00;1,00;-8,00;0,00;;;
19569,00;1,00;-8,00;86,47;;;
19570,00;1,00;-8,00;193,35;;;
19571,00;1,00;-8,00;247,69;;;
19572,00;1,00;-8,00;381,25;;;
19573,00;1,00;-8,00;552,34;;;
19574,00;1,00;-1,30;758,68;;;
19575,00;1,00;-1,30;758,63;;;
19576,00;1,00;-1,30;432,04;;;
19577,00;1,00;-1,30;305,95;;;
19578,00;1,00;-1,30;204,39;;;
19579,00;1,00;-1,30;160,98;;;
19580,00;1,00;-1,30;75,27;;;
19581,00;3,00;-1,30;0,00;;;
19582,00;3,00;-1,30;0,00;;;
19583,00;3,00;-1,30;0,00;;;
19584,00;3,00;-1,30;0,00;;;
19585,00;3,00;-8,40;0,00;;;
19586,00;3,00;-8,40;0,00;;;
19587,00;1,00;-8,40;0,00;;;
19588,00;1,00;-12,30;0,00;;;
19589,00;1,00;-12,30;0,00;;;
19590,00;1,00;-12,30;0,00;;;
19591,00;1,00;-12,30;0,00;;;
19592,00;1,00;-12,30;0,00;;;
19593,00;0,00;-12,30;93,28;;;
19594,00;0,00;-12,30;194,10;;;
19595,00;0,00;-12,30;311,55;;;
19596,00;0,00;-12,30;383,52;;;
19597,00;0,00;-12,30;556,12;;;
19598,00;0,00;-9,00;764,04;;;
19599,00;1,00;-9,00;764,00;;;
19600,00;1,00;-9,00;543,57;;;
19601,00;1,00;-9,00;372,94;;;
19602,00;1,00;-9,00;239,84;;;
19603,00;1,00;-9,00;185,82;;;
19604,00;1,00;-9,00;87,12;;;
19605,00;2,00;-9,00;0,00;;;
19606,00;2,00;-9,00;0,00;;;
19607,00;2,00;-9,00;0,00;;;
19608,00;2,00;-9,00;0,00;;;
19609,00;2,00;-11,40;0,00;;;
19610,00;2,00;-11,40;0,00;;;
19611,00;1,00;-11,40;0,00;;;
19612,00;1,00;-11,10;0,00;;;
19613,00;1,00;-11,10;0,00;;;
19614,00;1,00;-11,10;0,00;;;
19615,00;1,00;-11,10;0,00;;;
19616,00;1,00;-11,10;0,00;;;
19617,00;1,00;-11,10;87,91;;;
19618,00;1,00;-11,10;194,97;;;
19619,00;1,00;-11,10;313,31;;;
19620,00;1,00;-11,10;385,91;;;
19621,00;1,00;-11,10;559,95;;;
19622,00;1,00;-8,00;769,39;;;
19623,00;2,00;-8,00;769,35;;;
19624,00;2,00;-8,00;452,20;;;
19625,00;2,00;-8,00;321,34;;;
19626,00;2,00;-8,00;215,99;;;
19627,00;2,00;-8,00;171,19;;;
19628,00;2,00;-8,00;82,85;;;
19629,00;2,00;-8,00;0,00;;;
19630,00;2,00;-8,00;0,00;;;
19631,00;2,00;-8,00;0,00;;;
19632,00;2,00;-8,00;0,00;;;
19633,00;2,00;-6,20;0,00;;;
19634,00;2,00;-6,20;0,00;;;
19635,00;1,00;-6,20;0,00;;;
19636,00;1,00;-4,00;0,00;;;
19637,00;1,00;-4,00;0,00;;;
19638,00;1,00;-4,00;0,00;;;
19639,00;1,00;-4,00;0,00;;;
19640,00;1,00;-4,00;0,00;;;
19641,00;2,00;-4,00;80,63;;;
19642,00;2,00;-4,00;145,02;;;
19643,00;2,00;-4,00;201,88;;;
19644,00;2,00;-4,00;230,68;;;
19645,00;2,00;-4,00;292,45;;;
19646,00;2,00;-2,10;360,69;;;
19647,00;3,00;-2,10;360,67;;;
19648,00;3,00;-2,10;307,80;;;
19649,00;3,00;-2,10;243,22;;;
19650,00;3,00;-2,10;183,85;;;
19651,00;3,00;-2,10;154,01;;;
19652,00;3,00;-2,10;80,43;;;
19653,00;3,00;-2,10;0,00;;;
19654,00;3,00;-2,10;0,00;;;
19655,00;3,00;-2,10;0,00;;;
19656,00;3,00;-2,10;0,00;;;
19657,00;3,00;-4,70;0,00;;;
19658,00;3,00;-4,70;0,00;;;
19659,00;1,00;-4,70;0,00;;;
19660,00;1,00;-11,60;0,00;;;
19661,00;1,00;-11,60;0,00;;;
19662,00;1,00;-11,60;0,00;;;
19663,00;1,00;-11,60;0,00;;;
19664,00;1,00;-11,60;21,44;;;
19665,00;1,00;-11,60;70,07;;;
19666,00;1,00;-11,60;183,02;;;
19667,00;1,00;-11,60;295,35;;;
19668,00;1,00;-11,60;363,71;;;
19669,00;1,00;-11,60;526,78;;;
19670,00;1,00;-1,00;722,14;;;
19671,00;1,00;-1,00;722,11;;;
19672,00;1,00;-1,00;554,73;;;
19673,00;1,00;-1,00;380,60;;;
19674,00;1,00;-1,00;244,52;;;
19675,00;1,00;-1,00;189,31;;;
19676,00;1,00;-1,00;88,94;;;
19677,00;3,00;-1,00;0,00;;;
19678,00;3,00;-1,00;0,00;;;
19679,00;3,00;-1,00;0,00;;;
19680,00;3,00;-1,00;0,00;;;
19681,00;3,00;-0,30;0,00;;;
19682,00;3,00;-0,30;0,00;;;
19683,00;2,00;-0,30;0,00;;;
19684,00;2,00;-4,00;0,00;;;
19685,00;2,00;-4,00;0,00;;;
19686,00;2,00;-4,00;0,00;;;
19687,00;2,00;-4,00;0,00;;;
19688,00;2,00;-4,00;21,57;;;
19689,00;1,00;-4,00;68,26;;;
19690,00;1,00;-4,00;157,77;;;
19691,00;1,00;-4,00;258,55;;;
19692,00;1,00;-4,00;319,34;;;
19693,00;1,00;-4,00;463,83;;;
19694,00;1,00;-1,90;636,64;;;
19695,00;1,00;-1,90;636,63;;;
19696,00;1,00;-1,90;533,99;;;
19697,00;1,00;-1,90;363,92;;;
19698,00;1,00;-1,90;230,99;;;
19699,00;1,00;-1,90;177,05;;;
19700,00;1,00;-1,90;79,96;;;
19701,00;2,00;-1,90;0,00;;;
19702,00;2,00;-1,90;0,00;;;
19703,00;2,00;-1,90;0,00;;;
19704,00;2,00;-1,90;0,00;;;
19705,00;2,00;-7,20;0,00;;;
19706,00;2,00;-7,20;0,00;;;
19707,00;0,00;-7,20;0,00;;;
19708,00;0,00;-8,70;0,00;;;
19709,00;0,00;-8,70;0,00;;;
19710,00;0,00;-8,70;0,00;;;
19711,00;0,00;-8,70;0,00;;;
19712,00;0,00;-8,70;32,82;;;
19713,00;0,00;-8,70;96,60;;;
19714,00;0,00;-8,70;200,08;;;
19715,00;0,00;-8,70;321,92;;;
19716,00;0,00;-8,70;396,63;;;
19717,00;0,00;-8,70;575,24;;;
19718,00;0,00;2,80;789,06;;;
19719,00;1,00;2,80;789,02;;;
19720,00;1,00;2,80;575,41;;;
19721,00;1,00;2,80;396,69;;;
19722,00;1,00;2,80;256,74;;;
19723,00;1,00;2,80;199,99;;;
19724,00;1,00;2,80;96,50;;;
19725,00;1,00;2,80;0,00;;;
19726,00;1,00;2,80;0,00;;;
19727,00;1,00;2,80;0,00;;;
19728,00;1,00;2,80;0,00;;;
19729,00;1,00;-2,40;0,00;;;
19730,00;1,00;-2,40;0,00;;;
19731,00;1,00;-2,40;0,00;;;
19732,00;1,00;-8,10;0,00;;;
19733,00;1,00;-8,10;0,00;;;
19734,00;1,00;-8,10;0,00;;;
19735,00;1,00;-8,10;0,00;;;
19736,00;1,00;-8,10;33,62;;;
19737,00;1,00;-8,10;97,31;;;
19738,00;1,00;-8,10;193,07;;;
19739,00;1,00;-8,10;314,39;;;
19740,00;1,00;-8,10;388,94;;;
19741,00;1,00;-8,10;567,22;;;
19742,00;1,00;-2,10;780,57;;;
19743,00;2,00;-2,10;780,54;;;
19744,00;2,00;-2,10;567,31;;;
19745,00;2,00;-2,10;388,92;;;
19746,00;2,00;-2,10;249,37;;;
19747,00;2,00;-2,10;192,95;;;
19748,00;2,00;-2,10;91,43;;;
19749,00;1,00;-2,10;0,00;;;
19750,00;1,00;-2,10;0,00;;;
19751,00;1,00;-2,10;0,00;;;
19752,00;1,00;-2,10;0,00;;;
19753,00;1,00;-1,80;0,00;;;
19754,00;1,00;-1,80;0,00;;;
19755,00;1,00;-1,80;0,00;;;
19756,00;1,00;1,40;0,00;;;
19757,00;1,00;1,40;0,00;;;
19758,00;1,00;1,40;0,00;;;
19759,00;1,00;1,40;0,00;;;
19760,00;1,00;1,40;28,99;;;
19761,00;2,00;1,40;84,05;;;
19762,00;2,00;1,40;157,72;;;
19763,00;2,00;1,40;217,42;;;
19764,00;2,00;1,40;247,95;;;
19765,00;2,00;1,40;313,64;;;
19766,00;2,00;8,70;386,05;;;
19767,00;2,00;8,70;386,02;;;
19768,00;2,00;8,70;456,49;;;
19769,00;2,00;8,70;322,95;;;
19770,00;2,00;8,70;265,99;;;
19771,00;2,00;8,70;169,68;;;
19772,00;2,00;8,70;81,28;;;
19773,00;1,00;8,70;26,92;;;
19774,00;1,00;8,70;0,00;;;
19775,00;1,00;8,70;0,00;;;
19776,00;1,00;8,10;0,00;;;
19777,00;1,00;0,80;0,00;;;
19778,00;1,00;0,80;0,00;;;
19779,00;0,00;0,80;0,00;;;
19780,00;0,00;0,00;0,00;;;
19781,00;0,00;0,00;0,00;;;
19782,00;0,00;0,00;0,00;;;
19783,00;0,00;0,00;0,00;;;
19784,00;0,00;0,00;31,82;;;
19785,00;0,00;0,00;92,75;;;
19786,00;0,00;0,00;168,67;;;
19787,00;0,00;0,00;274,36;;;
19788,00;0,00;0,00;338,26;;;
19789,00;0,00;0,00;489,80;;;
19790,00;0,00;5,40;669,97;;;
19791,00;1,00;5,40;669,95;;;
19792,00;1,00;5,40;472,90;;;
19793,00;1,00;5,40;336,11;;;
19794,00;1,00;5,40;277,69;;;
19795,00;1,00;5,40;178,85;;;
19796,00;1,00;5,40;87,61;;;
19797,00;1,00;5,40;29,75;;;
19798,00;1,00;5,40;0,00;;;
19799,00;1,00;5,40;0,00;;;
19800,00;1,00;6,40;0,00;;;
19801,00;1,00;4,80;0,00;;;
19802,00;1,00;4,80;0,00;;;
19803,00;2,00;4,80;0,00;;;
19804,00;2,00;4,80;0,00;;;
19805,00;2,00;1,90;0,00;;;
19806,00;2,00;1,90;0,00;;;
19807,00;2,00;1,90;0,00;;;
19808,00;2,00;1,90;29,46;;;
19809,00;0,00;1,90;126,29;;;
19810,00;0,00;1,90;187,10;;;
19811,00;0,00;1,90;308,42;;;
19812,00;0,00;1,90;382,95;;;
19813,00;0,00;1,90;560,92;;;
19814,00;0,00;4,10;773,20;;;
19815,00;2,00;4,10;773,17;;;
19816,00;2,00;4,10;575,81;;;
19817,00;2,00;4,10;395,16;;;
19818,00;2,00;4,10;319,43;;;
19819,00;2,00;4,10;196,09;;;
19820,00;2,00;4,10;93,12;;;
19821,00;2,00;4,10;31,85;;;
19822,00;2,00;4,10;0,00;;;
19823,00;2,00;4,10;0,00;;;
19824,00;2,00;2,70;0,00;;;
19825,00;2,00;-2,40;0,00;;;
19826,00;2,00;-2,40;0,00;;;
19827,00;0,00;-2,40;0,00;;;
19828,00;0,00;-2,40;0,00;;;
19829,00;0,00;-4,40;0,00;;;
19830,00;0,00;-4,40;0,00;;;
19831,00;0,00;-4,40;0,00;;;
19832,00;0,00;-4,40;35,09;;;
19833,00;0,00;-4,40;152,27;;;
19834,00;0,00;-4,40;197,32;;;
19835,00;0,00;-4,40;321,99;;;
19836,00;0,00;-4,40;485,26;;;
19837,00;0,00;-4,40;581,43;;;
19838,00;0,00;1,00;799,04;;;
19839,00;2,00;1,00;799,01;;;
19840,00;2,00;1,00;593,11;;;
19841,00;2,00;1,00;408,19;;;
19842,00;2,00;1,00;330,63;;;
19843,00;2,00;1,00;204,47;;;
19844,00;2,00;1,00;99,34;;;
19845,00;2,00;1,00;35,10;;;
19846,00;2,00;1,00;0,00;;;
19847,00;2,00;1,00;0,00;;;
19848,00;2,00;1,00;0,00;;;
19849,00;2,00;-2,50;0,00;;;
19850,00;2,00;-2,50;0,00;;;
19851,00;1,00;-2,50;0,00;;;
19852,00;1,00;-2,50;0,00;;;
19853,00;1,00;-4,40;0,00;;;
19854,00;1,00;-4,40;0,00;;;
19855,00;1,00;-4,40;0,00;;;
19856,00;1,00;-4,40;35,74;;;
19857,00;0,00;-4,40;152,80;;;
19858,00;0,00;-4,40;205,34;;;
19859,00;0,00;-4,40;332,34;;;
19860,00;0,00;-4,40;498,75;;;
19861,00;0,00;-4,40;596,67;;;
19862,00;0,00;0,40;817,91;;;
19863,00;1,00;0,40;817,87;;;
19864,00;1,00;0,40;585,29;;;
19865,00;1,00;0,40;400,96;;;
19866,00;1,00;0,40;323,65;;;
19867,00;1,00;0,40;198,04;;;
19868,00;1,00;0,40;94,44;;;
19869,00;2,00;0,40;33,04;;;
19870,00;2,00;0,40;0,00;;;
19871,00;2,00;0,40;0,00;;;
19872,00;2,00;1,70;0,00;;;
19873,00;2,00;-1,20;0,00;;;
19874,00;2,00;-1,20;0,00;;;
19875,00;1,00;-1,20;0,00;;;
19876,00;1,00;-1,20;0,00;;;
19877,00;1,00;-1,10;0,00;;;
19878,00;1,00;-1,10;0,00;;;
19879,00;1,00;-1,10;0,00;;;
19880,00;1,00;-1,10;36,34;;;
19881,00;1,00;-1,10;153,35;;;
19882,00;1,00;-1,10;198,76;;;
19883,00;1,00;-1,10;324,72;;;
19884,00;1,00;-1,10;489,83;;;
19885,00;1,00;-1,10;586,96;;;
19886,00;1,00;1,30;806,24;;;
19887,00;1,00;1,30;806,21;;;
19888,00;1,00;1,30;560,23;;;
19889,00;1,00;1,30;386,29;;;
19890,00;1,00;1,30;313,04;;;
19891,00;1,00;1,30;193,21;;;
19892,00;1,00;1,30;92,75;;;
19893,00;1,00;1,30;32,65;;;
19894,00;1,00;1,30;0,00;;;
19895,00;1,00;1,30;0,00;;;
19896,00;1,00;5,00;0,00;;;
19897,00;1,00;7,00;0,00;;;
19898,00;1,00;7,00;0,00;;;
19899,00;1,00;7,00;0,00;;;
19900,00;1,00;7,00;0,00;;;
19901,00;1,00;-0,40;0,00;;;
19902,00;1,00;-0,40;0,00;;;
19903,00;1,00;-0,40;0,00;;;
19904,00;1,00;-0,40;36,74;;;
19905,00;0,00;-0,40;148,89;;;
19906,00;0,00;-0,40;207,02;;;
19907,00;0,00;-0,40;335,73;;;
19908,00;0,00;-0,40;504,51;;;
19909,00;0,00;-0,40;603,70;;;
19910,00;0,00;8,10;827,30;;;
19911,00;1,00;8,10;827,27;;;
19912,00;1,00;8,10;563,60;;;
19913,00;1,00;8,10;388,62;;;
19914,00;1,00;8,10;314,88;;;
19915,00;1,00;8,10;194,26;;;
19916,00;1,00;8,10;93,35;;;
19917,00;1,00;8,10;33,03;;;
19918,00;1,00;8,10;0,00;;;
19919,00;1,00;8,10;0,00;;;
19920,00;1,00;7,50;0,00;;;
19921,00;1,00;4,10;0,00;;;
19922,00;1,00;4,10;0,00;;;
19923,00;1,00;4,10;0,00;;;
19924,00;1,00;4,10;0,00;;;
19925,00;1,00;3,80;0,00;;;
19926,00;1,00;3,80;0,00;;;
19927,00;1,00;3,80;0,00;;;
19928,00;1,00;3,80;29,25;;;
19929,00;2,00;3,80;121,61;;;
19930,00;2,00;3,80;155,59;;;
19931,00;2,00;3,80;214,60;;;
19932,00;2,00;3,80;276,67;;;
19933,00;2,00;3,80;310,08;;;
19934,00;2,00;8,30;381,60;;;
19935,00;2,00;8,30;381,57;;;
19936,00;2,00;8,30;543,41;;;
19937,00;2,00;8,30;371,79;;;
19938,00;2,00;8,30;299,53;;;
19939,00;2,00;8,30;181,50;;;
19940,00;2,00;8,30;84,07;;;
19941,00;1,00;8,30;28,79;;;
19942,00;1,00;8,30;0,00;;;
19943,00;1,00;8,30;0,00;;;
19944,00;1,00;10,90;0,00;;;
19945,00;1,00;5,50;0,00;;;
19946,00;1,00;5,50;0,00;;;
19947,00;3,00;5,50;0,00;;;
19948,00;3,00;5,50;0,00;;;
19949,00;3,00;2,10;0,00;;;
19950,00;3,00;2,10;0,00;;;
19951,00;3,00;2,10;0,00;;;
19952,00;3,00;2,10;26,49;;;
19953,00;1,00;2,10;121,63;;;
19954,00;1,00;2,10;154,32;;;
19955,00;1,00;2,10;213,00;;;
19956,00;1,00;2,10;274,68;;;
19957,00;1,00;2,10;307,86;;;
19958,00;1,00;3,80;378,85;;;
19959,00;2,00;3,80;378,83;;;
19960,00;2,00;3,80;288,58;;;
19961,00;2,00;3,80;227,55;;;
19962,00;2,00;3,80;199,12;;;
19963,00;2,00;3,80;143,44;;;
19964,00;2,00;3,80;75,42;;;
19965,00;2,00;3,80;26,32;;;
19966,00;2,00;3,80;0,00;;;
19967,00;2,00;3,80;0,00;;;
19968,00;2,00;4,80;0,00;;;
19969,00;2,00;2,70;0,00;;;
19970,00;2,00;2,70;0,00;;;
19971,00;2,00;2,70;0,00;;;
19972,00;2,00;2,70;0,00;;;
19973,00;2,00;1,90;0,00;;;
19974,00;2,00;1,90;0,00;;;
19975,00;2,00;1,90;0,00;;;
19976,00;2,00;1,90;33,99;;;
19977,00;4,00;1,90;145,51;;;
19978,00;4,00;1,90;209,77;;;
19979,00;4,00;1,90;340,89;;;
19980,00;4,00;1,90;512,74;;;
19981,00;4,00;1,90;613,51;;;
19982,00;4,00;4,60;839,92;;;
19983,00;2,00;4,60;839,89;;;
19984,00;2,00;4,60;602,60;;;
19985,00;2,00;4,60;412,57;;;
19986,00;2,00;4,60;332,62;;;
19987,00;2,00;4,60;202,85;;;
19988,00;2,00;4,60;149,62;;;
19989,00;1,00;4,60;35,15;;;
19990,00;1,00;4,60;0,00;;;
19991,00;1,00;4,60;0,00;;;
19992,00;1,00;7,20;0,00;;;
19993,00;1,00;2,00;0,00;;;
19994,00;1,00;2,00;0,00;;;
19995,00;2,00;2,00;0,00;;;
19996,00;2,00;2,00;0,00;;;
19997,00;2,00;-0,80;0,00;;;
19998,00;2,00;-0,80;0,00;;;
19999,00;2,00;-0,80;0,00;;;
20000,00;2,00;-0,80;33,05;;;
20001,00;2,00;-0,80;130,28;;;
